73,32
60,32
32,29
72,63
62,68
26,42
97,87
70,82
86,99
18,67
70,3
68,5
27,82
15,47
7,5
57,70
17,46
23,78
5,45
83,56
69,87
69,84
82,90
42,3
64,34
42,96
3,71
15,98
4,60
81,65
11,10
40,62
27,76
8,16
23,46
99,57
75,67
11,21
3,18
49,17
69,22
38,79
29,84
48,24
31,75
76,91
93,18
10,77
19,79
13,75
82,95
42,92
53,47
58,62
51,49
4,35
27,32
50,53
47,1
79,86
20,39
88,90
9,60
66,35
1,65
88,23
92,37
9,70
95,82
36,79
24,57
74,93
8,28
78,5
65,9
94,42
79,32
19,3
52,67
48,70
17,67
54,60
79,91
72,47
70,99
89,96
11,41
82,77
94,39
8,98
50,55
29,81
11,96
83,50
28,77
77,40
3,70
9,53
51,90
88,63
