574,321
746,876
778,324
270,484
77,844
101,104
95,933
543,282
145,173
7,766
547,188
467,740
719,971
690,802
344,697
259,194
755,906
430,666
44,976
780,590
672,735
341,179
216,50
178,975
359,964
863,664
224,715
269,327
258,195
145,736
197,443
571,365
464,773
314,490
887,565
83,687
802,451
405,178
847,200
471,784
605,561
373,682
308,370
335,967
251,644
191,204
192,897
592,256
567,549
489,656
931,951
857,608
875,777
595,159
163,584
864,660
823,242
103,906
896,179
622,297
108,696
302,414
461,518
3,7
878,747
877,834
406,83
882,886
891,813
339,577
503,281
798,645
492,352
492,948
225,520
332,684
74,403
122,920
341,443
41,583
979,818
774,404
805,177
852,916
725,555
145,608
697,155
269,349
40,67
119,150
826,918
608,402
418,107
957,617
507,323
754,68
842,265
466,142
160,754
595,764
840,157
253,437
628,251
406,679
298,465
303,378
537,952
889,698
293,970
223,938
590,904
527,469
750,298
436,742
424,46
182,124
925,369
503,998
543,179
573,349
518,401
534,889
888,782
397,259
775,941
351,767
796,840
376,547
22,545
649,663
471,257
422,914
958,646
907,674
589,989
477,652
428,674
241,787
336,778
280,570
578,643
652,548
997,251
512,164
33,307
417,811
208,198
270,22
197,442
428,451
100,29
816,7
843,4
384,557
879,773
893,664
943,685
634,109
826,512
678,648
43,874
353,554
300,777
610,688
594,166
462,30
110,295
925,773
333,303
383,186
522,426
722,773
205,901
280,692
249,787
748,683
318,386
900,568
10,855
945,42
135,332
535,401
617,771
959,834
428,751
881,358
107,192
457,366
530,18
782,688
127,795
102,213
57,743
945,16
647,967
481,279
609,363
703,363
73,252
84,449
890,170
832,239
13,415
707,90
337,245
232,578
273,322
269,868
621,69
14,556
135,403
96,976
300,594
153,516
622,158
193,879
521,200
427,337
216,29
864,98
890,290
769,584
490,961
338,409
557,224
552,684
191,154
715,65
103,928
526,195
570,839
639,276
32,775
351,955
206,373
600,273
563,303
685,528
102,600
641,696
930,874
780,909
613,223
573,937
571,688
428,870
597,863
493,347
458,405
872,709
278,617
