10,51
5,81
6,34
7,14
7,71
11,15
15,81
9,56
13,73
13,49
3,48
20,43
6,76
16,60
7,49
17,80
20,24
8,27
13,100
4,1
19,37
8,94
12,42
8,31
17,45
2,11
4,92
12,84
18,37
9,67
20,71
18,53
4,2
2,85
4,2
3,97
5,34
1,43
12,33
18,73
9,2
2,76
3,57
7,90
3,36
20,59
1,68
10,43
3,64
4,16
16,84
12,4
11,4
14,42
12,23
14,28
19,25
12,48
17,30
9,79
8,56
6,34
18,45
13,31
13,11
7,72
3,52
8,8
1,31
5,25
14,19
8,25
3,63
5,7
15,39
17,40
5,11
20,90
12,5
1,36
9,41
3,22
16,11
18,73
13,31
6,82
4,52
15,7
13,23
2,58
16,3
1,75
3,15
7,40
12,6
12,6
16,70
13,40
19,47
16,39
