3,20
1,18
2,36
2,3
4,37
3,30
3,22
1,15
1,6
4,4
1,9
4,30
2,36
4,39
3,30
1,25
2,10
4,36
2,29
1,27
2,32
3,5
4,11
1,29
2,16
1,28
3,23
1,13
1,14
4,19
3,33
3,4
3,38
4,18
2,26
2,32
1,39
4,19
2,37
4,27
2,22
2,22
4,25
2,23
2,31
3,22
4,37
3,32
1,25
1,29
4,38
3,26
1,21
3,31
4,9
2,37
1,40
1,5
1,20
4,19
3,37
2,36
4,12
1,5
4,30
3,21
1,8
3,21
4,35
1,14
2,32
1,3
3,22
2,1
2,5
4,26
4,24
3,36
4,20
1,20
2,1
2,33
2,40
4,13
3,16
1,14
2,25
3,3
4,17
2,16
2,34
2,21
3,36
4,13
4,15
2,35
3,14
1,22
2,15
4,37
1,30
2,4
4,5
4,23
4,26
2,7
2,12
3,16
2,9
4,1
3,36
4,30
1,10
2,29
4,26
1,20
2,11
3,37
3,8
3,7
2,9
3,12
4,33
3,34
4,32
2,22
2,2
3,13
4,16
2,14
2,1
4,31
3,11
2,2
4,35
4,35
1,21
1,17
2,1
3,2
2,3
4,33
4,26
4,39
1,23
4,33
3,28
1,1
4,7
4,27
4,25
3,18
1,26
3,36
1,35
3,24
2,26
2,21
1,6
3,34
1,33
3,34
3,33
3,5
1,28
1,17
4,23
4,37
2,35
4,10
4,6
2,1
2,37
4,31
4,20
2,3
4,8
2,4
3,25
3,19
2,37
2,31
3,17
4,35
2,6
2,25
3,5
3,35
3,19
3,18
2,38
2,29
2,10
1,14
4,27
2,26
1,7
2,35
4,36
3,2
2,27
2,4
4,27
2,24
3,1
3,28
3,33
2,28
4,20
3,7
4,13
1,8
4,5
3,22
4,11
3,27
3,15
4,26
3,37
2,36
2,3
4,12
4,13
1,6
1,22
4,12
1,2
1,5
3,12
2,12
1,15
4,6
3,26
1,8
1,37
4,35
2,15
4,38
3,13
2,36
2,5
2,21
2,9
1,17
4,10
1,37
2,20
1,13
4,40
3,13
3,38
1,25
2,35
2,24
2,3
3,17
4,32
3,6
2,28
2,15
1,33
1,35
3,30
1,10
2,34
3,33
1,2
3,32
4,19
2,28
2,38
1,33
3,24
4,2
3,27
4,34
3,5
4,6
2,29
2,22
4,10
3,6
2,4
4,17
4,12
3,15
2,13
1,15
4,16
2,15
4,26
1,14
2,30
4,12
1,6
2,6
4,32
3,28
1,36
3,28
4,39
4,25
4,4
3,36
2,1
3,31
1,18
1,9
4,21
4,23
3,40
4,30
3,16
2,32
1,2
1,7
4,6
4,15
2,22
4,1
4,15
3,4
4,15
2,16
3,25
1,17
4,31
3,20
4,17
3,29
1,35
1,33
3,40
1,27
3,39
4,40
3,3
4,37
3,24
4,17
3,5
2,39
3,37
4,25
1,21
4,17
1,35
1,21
4,12
4,24
4,17
2,22
1,6
4,18
3,13
2,39
3,2
3,39
1,29
2,2
2,30
2,39
2,16
3,15
2,10
2,12
2,14
4,6
4,12
4,5
2,23
3,26
2,26
1,33
4,7
1,2
4,26
3,8
4,37
3,19
1,32
1,37
4,11
2,18
1,11
3,27
4,22
4,15
2,18
1,27
3,10
4,3
4,16
4,30
3,12
4,22
2,34
1,25
2,17
1,8
1,25
3,38
3,21
4,33
2,11
1,4
2,11
2,9
4,1
4,11
3,36
1,1
4,39
1,9
3,20
4,1
1,27
2,6
1,26
3,32
2,7
3,18
1,35
4,8
4,26
3,9
3,24
4,38
3,39
1,9
1,3
3,40
4,1
2,29
1,36
1,15
4,12
4,3
1,22
2,36
2,30
3,29
2,17
2,13
2,38
4,19
2,18
4,40
3,39
2,33
4,4
3,36
3,28
4,2
2,9
1,14
1,23
4,40
3,22
2,14
1,5
4,37
2,6
3,26
4,26
2,17
4,9
4,7
1,2
3,26
2,14
1,10
1,19
3,36
2,21
4,38
1,14
3,13
4,22
4,18
2,5
3,33
4,23
2,5
3,10
3,29
4,32
3,1
1,20
3,3
4,38
4,17
1,13
4,36
2,14
1,3
3,40
1,2
4,12
1,30
2,3
1,22
3,24
3,20
3,25
2,3
4,24
1,12
2,14
3,33
3,16
2,2
2,11
4,17
2,31
3,26
2,21
1,18
4,5
1,32
3,27
2,5
1,25
3,3
1,35
2,39
4,38
3,32
2,18
3,5
3,16
3,31
1,19
3,8
1,18
2,7
4,24
1,5
4,21
1,21
2,31
4,11
3,20
4,21
4,38
4,1
3,9
1,24
2,30
4,3
4,1
4,40
2,12
1,36
4,5
2,29
2,3
4,14
4,3
2,2
1,39
2,14
2,38
3,31
2,26
2,22
4,15
2,19
4,13
4,32
1,6
4,20
3,27
4,28
1,40
1,8
2,15
2,27
2,29
2,6
4,39
1,35
3,14
2,32
3,24
2,35
3,37
4,38
2,15
1,15
4,7
1,3
2,9
2,31
2,14
1,3
4,8
2,8
3,13
1,35
3,8
1,36
4,31
2,4
2,39
3,3
4,30
2,3
3,8
3,28
3,20
1,12
3,22
3,19
3,32
4,18
3,13
4,11
4,18
2,22
1,29
3,27
3,23
3,26
4,30
4,37
1,40
2,2
2,40
2,39
2,9
3,38
3,2
2,34
3,8
4,27
1,23
4,9
4,24
4,38
2,8
3,21
1,9
4,27
3,3
1,28
3,1
4,27
3,18
4,11
1,35
4,19
3,6
2,20
2,19
3,39
4,17
4,16
2,28
3,21
4,30
4,14
